codice;descrizione;marchio;denominazione;regione;vitigno;filosofia;CAPACITA;GRADO_ALC;FAMIGLIA;classe;PREZZO
37743;Augustali Il Mare Grillo Sicilia DOC;Augustali;Sicilia DOC;SICILIA;Grillo;Tradizionale;75;12,50%;Vini;Bianco;8,799
37744;Augustali La Vigna Nero d'Avola Sicilia DOC;Augustali;Sicilia DOC;SICILIA;Nero dAvola;Tradizionale;75;13,50%;Vini;Rosso;8,429
37745;Augustali Il Clima Syrah Terre Siciliane IGT;Augustali;Terre Siciliane IGT;SICILIA;Syrah;Tradizionale;75;13,50%;Vini;Rosso;10,05
37746;Banfi Spumante Moscato Dolce Asti DOCG;Banfi;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;7%;Bollicine;Blanc de Blanc;6,345
37747;Banfi Rosa Regale Brachetto d'Acqui DOCG;Banfi;Brachetto d'Acqui DOCG;PIEMONTE;Brachetto;Tradizionale;75;7%;Bollicine;Ros�;8,66
37748;Banfi Rosa Regale Brachetto d'Acqui DOCG Magnum con Astuccio;Banfi;Brachetto d'Acqui DOCG;PIEMONTE;Brachetto;Tradizionale;150;7%;Bollicine;Ros�;22,832
37749;Banfi Aska Bolgheri Rosso DOC;Banfi;Bolgheri DOC;TOSCANA;Cabernet Sauvignon;Tradizionale;75;14%;Vini;Rosso;15,977
37750;Banfi Brunello di Montalcino DOCG Cl. 37,5;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;37,5;14%;Vini;Rosso;16,487
37751;Banfi Brunello di Montalcino DOCG;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;26,305
37752;Banfi Brunello di Montalcino DOCG Cl. 300 Cassetta di Legno;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;300;14%;Vini;Rosso;135,646
37753;Banfi Brunello di Montalcino DOCG Magnum ;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;150;14%;Vini;Rosso;70,208
37754;Banfi Poggio alle Mura Brunello di Montalcino Riserva DOCG;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;56,454
37755;Banfi Poggio alle Mura Brunello di Montalcino Riserva DOCG;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;61,131
37756;Banfi Poggio alle Mura Brunello di Montalcino Riserva DOCG;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;61,131
37757;Banfi Poggio all'Oro Brunello di Montalcino DOCG Riserva;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;133,47
37758;Banfi Poggio all'Oro Brunello di Montalcino DOCG Riserva;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;110,684
37759;Banfi Poggio all'Oro Brunello di Montalcino DOCG Riserva;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;93,734
37760;Banfi Vigna Marrucheto Brunello di Montalcino DOCG;Banfi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;48,72
37761;Banfi Chianti Classico DOCG;Banfi;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;8,243
37762;Banfi Chianti Classico DOCG Cl. 37,5;Banfi;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;37,5;13,50%;Vini;Rosso;5,048
37763;Banfi Chianti Classico Riserva DOCG;Banfi;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosso;13,06
37764;Banfi Traversa dei Monti Chianti Colli Senesi DOCG;Banfi;Chianti Colli Senesi DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;7,039
37765;Banfi Chianti DOCG;Banfi;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosso;5,835
37766;Banfi Chianti Superiore DOCG;Banfi;Chianti Superiore DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;6,761
37767;Banfi FloruS Moscadello di Montalcino DOC Vendemmia Tardiva Cl. 50;Banfi;Moscadello di Montalcino DOC;TOSCANA;Moscadello;Tradizionale;50;15%;Vini;Dolce;17,969
37768;Banfi Rosso di Montalcino DOC Magnum Cassetta di Legno;Banfi;Rosso di Montalcino DOC;TOSCANA;Sangiovese;Tradizionale;150;14,50%;Vini;Rosso;29,593
37769;Banfi Rosso di Montalcino DOC Cl. 37,5;Banfi;Rosso di Montalcino DOC;TOSCANA;Sangiovese;Tradizionale;37,5;14,50%;Vini;Rosso;6,113
37770;Banfi Poggio alle Mura Rosso di Montalcino DOC;Banfi;Rosso di Montalcino DOC;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;12,273
37771;Banfi Rosso di Montalcino DOC;Banfi;Rosso di Montalcino DOC;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;11,763
37772;Banfi Cum Laude Toscana IGT;Banfi;Toscana IGT;TOSCANA;Cabernet Sauvignon;Tradizionale;75;14,50%;Vini;Rosso;14,542
37773;Banfi Fontanelle Chardonnay Toscana IGT;Banfi;Toscana IGT;TOSCANA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;11,763
37774;Banfi Le Rime Chardonnay e Pinot Grigio Toscana IGT;Banfi;Toscana IGT;TOSCANA;Chardonnay;Tradizionale;75;13%;Vini;Bianco;4,075
37775;Banfi Cost'� Toscana IGT;Banfi;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;12,50%;Vini;Rosato;7,873
37776;Banfi Stilnovo Governo all'Uso Toscano Toscana IGT;Banfi;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;7,039
37777;Banfi CollePino Sangiovese e Merlot Toscana IGT;Banfi;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosso;4,585
37778;Banfi Centine Toscana Rosso IGT;Banfi;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;5,928
37779;Banfi Belnero Toscana IGT;Banfi;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;12,597
37780;Banfi La Pettegola Vermentino Toscana IGT;Banfi;Toscana IGT;TOSCANA;Vermentino;Tradizionale;75;13%;Vini;Bianco;7,364
37789;Bartali Montepulciano D'Abruzzo DOC;Bartali;Montepulciano d'Abruzzo DOC;ABRUZZO;Montepulciano;Tradizionale;75;13%;Vini;Rosso;6,947
37790;Bartali Chianti DOCG;Bartali;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;4,122
37791;Bartali Chianti DOCG Fiasco Paglia;Bartali;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;12,50%;Vini;Rosso;6,298
37792;Bartali Chianti DOCG Fiasco Paglia Cl.100;Bartali;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;100;12,50%;Vini;Rosso;7,086
37793;Bartali Orvieto DOC;Bartali;Orvieto Doc;TOSCANA;Trebbiano Toscano;Tradizionale;75;12%;Vini;Bianco;3,288
37794;Bartali Sangiovese di Toscana IGT;Bartali;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;12%;Vini;Rosso;6,947
37795;Bedin Colli Asolani Prosecco Collina 48 Brut Asolo Superiore DOCG;Bedin Colli Asolani;Asolo Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;6,298
37796;Bedin Colli Asolani Prosecco Collina 48 Extra Dry Asolo Superiore DOCG;Bedin Colli Asolani;Asolo Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;6,298
37797;Bedin Colli Asolani Prosecco Collina 48 Dry Millesimato Asolo Superiore DOCG;Bedin Colli Asolani;Asolo Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;6,298
37798;Bedin Colli Asolani Merlot Frizzante Allegro Ros�;Bedin Colli Asolani;Marca Trevigiana IGT;VENETO;Merlot;Tradizionale;75;9,50%;Bollicine;Ros�;4,122
37799;Bedin Colli Asolani Prosecco Brut Treviso DOC;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;5,002
37800;Bedin Colli Asolani Prosecco Extra Brut Treviso DOC;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;5,002
37801;Bedin Colli Asolani Prosecco Extra Dry Treviso DOC;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;5,002
37802;Bedin Colli Asolani Prosecco Extra Dry Treviso DOC J�roboam;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;300;11%;Bollicine;Blanc de Blanc;43,07
37803;Bedin Colli Asolani Prosecco Extra Dry Treviso DOC Magnum;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;150;11%;Bollicine;Blanc de Blanc;15,885
37804;Bedin Colli Asolani Prosecco Frizzante Spago Treviso DOC;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;4,631
37805;Bedin Colli Asolani Prosecco Ros� Brut Millesimato Treviso DOC;Bedin Colli Asolani;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Ros�;5,002
37806;Bedin Colli Asolani Cuv�e Il Rosa Spumante Ros� Extra Dry;Bedin Colli Asolani;VSQ Vino Spumante di Qualit�;VENETO;Merlot;Tradizionale;75;11%;Bollicine;Ros�;4,168
37807;Bedin Colli Asolani Cuv�e Spumante 31ZERO41 Extra Dry;Bedin Colli Asolani;VSQ Vino Spumante di Qualit�;VENETO;;Tradizionale;75;11%;Bollicine;Blanc de Blanc;4,168
37808;Bellavista Alma Terra Curtefranca Bianco DOC;Bellavista;Curtefranca DOC;LOMBARDIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;13,893
37809;Bellavista Vigna Convento SS. Annunciata Curtefranca Bianco DOC;Bellavista;Curtefranca DOC;LOMBARDIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;28,204
37810;Bellavista Vigna Uccellanda Curtefranca Bianco DOC;Bellavista;Curtefranca DOC;LOMBARDIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;16,441
37811;Bellavista Nectar Dem� Sec Franciacorta DOCG;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;33,622
37812;Bellavista Nectar Dem� Sec Franciacorta DOCG Astucciato;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;33,066
37813;Bellavista Sat�n Brut Franciacorta DOCG;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;40,569
37814;Bellavista Sat�n Brut Franciacorta DOCG Astucciato;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;37,234
37815;Bellavista Ros� Brut Franciacorta DOCG con o senza Astuccio;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Ros�;45,617
37816;Bellavista Ros� Brut Franciacorta DOCG Magnumcon Astuccio;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;150;12,50%;Bollicine;Ros�;101,376
37817;Bellavista Pas Oper� Extra Brut Millesimato Franciacorta DOCG;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;48,21
37818;Bellavista Teatro alla Scala Brut Millesimato Franciacorta DOCG;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;33,761
37819;Bellavista Gran Cuv�e Alma Brut Franciacorta DOCG;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;27,509
37820;Bellavista Gran Cuv�e Alma Brut Franciacorta DOCG Astucciato;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;31,816
37821;Bellavista Gran Cuv�e Alma Brut Franciacorta DOCG Cl. 37,5;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;37,5;12,50%;Bollicine;Blanc de Noir;15,561
37822;Bellavista Gran Cuv�e Alma Brut Franciacorta DOCG J�roboam Cassetta di Legno;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;300;12,50%;Bollicine;Blanc de Noir;241,329
37823;Bellavista Gran Cuv�e Alma Brut Franciacorta DOCG Magnum;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;150;12,50%;Bollicine;Blanc de Noir;59,14
37824;Bellavista Gran Cuv�e Alma Non Dosato Pas Dos� Franciacorta DOCG;Bellavista;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;27,787
37825;Berlucchi Bianco Imperiale Curtefranca DOC;Berlucchi;Curtefranca DOC;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Vini;Bianco;7,873
37826;Berlucchi 61 Nature Blanc de Blanc Millesimato Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;25,332
37827;Berlucchi 61 Sat�n Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;17,737
37828;Berlucchi Cuv�e Imperiale Max Ros� Dem� Sec Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Ros�;19,358
37829;Berlucchi 61 Nature Millesimato Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;24,452
37830;Berlucchi 61 Brut Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;13,245
37831;Berlucchi 61 Brut Franciacorta DOCG Cl. 37,5;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;37,5;12,50%;Bollicine;Blanc de Noir;8,892
37832;Berlucchi 61 Brut Franciacorta DOCG J�roboam;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;300;12,50%;Bollicine;Blanc de Noir;76,46
37833;Berlucchi 61 Brut Franciacorta DOCG Magnum;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;150;12,50%;Bollicine;Blanc de Noir;29,037
37834;Berlucchi 61 Brut Franciacorta DOCG Mathusalem;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;600;12,50%;Bollicine;Blanc de Noir;227,991
37835;Berlucchi Cuv�e Imperiale Brut Franciacorta DOCG Cl. 37,5;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;37,5;12,50%;Bollicine;Blanc de Noir;9,401
37836;Berlucchi Cuv�e Imperiale Dem� Sec Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;19,404
37837;Berlucchi 61 Nature Ros� Millesimato Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Ros�;32,094
37838;Berlucchi Palazzo Lana Extr�me Riserva Extra Brut Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;45,802
37839;Berlucchi 61 Ros� Brut Franciacorta DOCG;Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Ros�;19,914
37840;Berlucchi 61 Ros� Brut Franciacorta DOCG Cl. 37,5;Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;37,5;12,50%;Bollicine;Ros�;9,216
37841;Berlucchi 61 Ros� Brut Franciacorta DOCG J�roboam;Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;300;12,50%;Bollicine;Ros�;118,557
37842;Berlucchi 61 Ros� Brut Franciacorta DOCG Magnum;Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;150;12,50%;Bollicine;Ros�;46,543
37843;Bertani Ros� di Trerose Toscana IGT;Bertani;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosato;8,243
37844;Bertani Amarone della Valpolicella Classico DOCG;Bertani;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;54,648
37845;Bertani Amarone della Valpolicella Classico DOCG;Bertani;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;65,438
37846;Bertani Amarone della Valpolicella Classico DOCG;Bertani;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;86,695
37847;Bertani Amarone della Valpolicella Classico DOCG Cassetta di Legno;Bertani;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;74,006
37848;Bertani Amarone della Valpolicella Classico DOCG Magnum;Bertani;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;150;15%;Vini;Rosso;173,066
37849;Bertani Amarone della Valpolicella Valpantena DOCG;Bertani;Amarone della Valpolicella DOCG;VENETO;Corvina;Tradizionale;75;15%;Vini;Rosso;27
37850;Bertani Cru Le Miniere di Novare Valpolicella Classico DOC;Bertani;Valpolicella DOC;VENETO;Corvina;Tradizionale;75;12%;Vini;Rosso;14,634
37851;Bertani Valpolicella DOC;Bertani;Valpolicella DOC;VENETO;Corvina;Tradizionale;75;12%;Vini;Rosso;8,382
37852;Bertani Valpolicella Ripasso DOC;Bertani;Valpolicella DOC;VENETO;Corvina;Tradizionale;75;13,50%;Vini;Rosso;11,763
37853;Bertani Cru Ognisanti Villa Novare Valpolicella Classico Superiore DOC;Bertani;Valpolicella DOC;VENETO;Corvina;Tradizionale;75;12,50%;Vini;Rosso;22,415
37854;Bertani Catullo Valpolicella Ripasso Classico Superiore DOC;Bertani;Valpolicella Ripasso DOC;VENETO;Corvina;Tradizionale;75;14%;Vini;Rosso;19,08
37855;Bertani Secco Vintage ;Bertani;Verona IGT;VENETO;Corvina;Tradizionale;75;13%;Vini;Rosso;10,374
37856;Bisol Cartizze Prosecco Dry Valdobbiadene Superiore di Cartizze DOCG;Bisol 1542;Conegliano Valdobbiadene Prosecco Superiore di Cartizze DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;20,238
37857;Bisol Crede Prosecco Brut Valdobbiadene Superiore DOCG;Bisol 1542;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;9,077
37858;Bisol Crede Prosecco Brut Valdobbiadene Superiore DOCG Cl. 37,5;Bisol 1542;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;37,5;11,50%;Bollicine;Blanc de Blanc;5,279
37859;Bisol Molera Prosecco Extra Dry Valdobbiadene Superiore DOCG;Bisol 1542;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;10,05
37860;Bisol Relio Rive di Guia Brut Valdobbiadene Prosecco Superiore DOCG Cl. 20;Bisol 1542;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;20;11,50%;Bollicine;Blanc de Blanc;2,964
37861;Bolla Recioto della Valpolicella Classico DOCG Cl. 50;Bolla;Recioto della Valpolicella DOCG;VENETO;Corvina;Tradizionale;50;13,50%;Vini;Dolce;16,533
37862;Bolla Il Calice Valpolicella Classico DOC;Bolla;Valpolicella DOC;VENETO;Corvina;Tradizionale;75;12,50%;Vini;Rosso;6,576
37863;Giacomo Borgogno Barbera d'Alba DOC;Borgogno;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;14,50%;Vini;Rosso;13,199
37864;Giacomo Borgogno Barbera d'Alba Superiore DOC;Borgogno;Barbera d'Alba DOC;PIEMONTE;Barbera;Tradizionale;75;14,50%;Vini;Rosso;16,163
37865;Giacomo Borgogno Barolo Fossati DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;13,50%;Vini;Rosso;50,757
37866;Giacomo Borgogno Barolo DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;37,698
37867;Giacomo Borgogno Barolo Cannubi DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;81,786
37868;Giacomo Borgogno Barolo Liste DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;63,215
37869;Giacomo Borgogno Le Teorie La Curva della Vita Barolo DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;42,282
37870;Giacomo Borgogno Le Teorie Nothing to Declare Barolo DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;42,282
37871;Giacomo Borgogno Le Teorie Una Vita Insieme Barolo DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;42,282
37872;Giacomo Borgogno Le Teorie Vino Vietato ai Quaquaraqua' Barolo DOCG;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;42,282
37873;Giacomo Borgogno Barolo Chinato DOCG Vino Aromatizzato;Borgogno;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;50;16%;Vini;Dolce;29,593
37874;Giacomo Borgogno Derthona Colli Tortonesi Timorasso DOC;Borgogno;Colli Tortonesi DOC;PIEMONTE;Timorasso;Tradizionale;75;14%;Vini;Bianco;26,768
37875;Giacomo Borgogno Dolcetto d'Alba DOC;Borgogno;Dolcetto d'Alba DOC;PIEMONTE;Dolcetto;Tradizionale;75;13%;Vini;Rosso;11,578
37876;Giacomo Borgogno Langhe Freisa DOC;Borgogno;Langhe DOC;PIEMONTE;Freisa;Tradizionale;75;14,50%;Vini;Rosso;13,708
37877;Giacomo Borgogno Langhe Nebbiolo DOC;Borgogno;Langhe DOC;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;16,163
37878;Giacomo Borgogno No Name Langhe Nebbiolo DOC;Borgogno;Langhe DOC;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;24,452
37879;Bortolomiol Prosecco Cartizze Dry Millesimato Valdobbiadene Superiore di Cartizze DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore di Cartizze DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;15,653
37880;Bortolomiol Bandarossa Prosecco Extra Dry Millesimato Valdobbiadene Superiore DOCG ;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;8,892
37881;Bortolomiol Bandarossa Prosecco Extra Dry Millesimato Valdobbiadene Superiore DOCG Magnum;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;150;11,50%;Bollicine;Blanc de Blanc;24,175
37882;Bortolomiol Grande Cuvee Del Fondatore Motus Vitae Brut Nature Millesimato Rive San Pietro Di Barbozza Valdobbiadene Prosecco Superiore DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;12%;Bollicine;Blanc de Blanc;12,365
37884;Bortolomiol Prosecco Audax Zero.3 Extra Brut Millesimato Valdobbiadene Superiore DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;12%;Bollicine;Blanc de Blanc;8,058
37885;Bortolomiol Prosecco Maior Dry Millesimato Valdobbiadene Superiore DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;8,058
37886;Bortolomiol Prosecco Prior Brut Millesimato Valdobbiadene Superiore DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;12%;Bollicine;Blanc de Blanc;8,058
37887;Bortolomiol Prosecco Senior Dry Millesimato Valdobbiadene Superiore DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;7,966
37888;Bortolomiol Prosecco Suavis Dem� Sec Millesimato Valdobbiadene Superiore  DOCG;Bortolomiol;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,966
37889;Bortolomiol Mi�l Prosecco Frizzante Spago Brut Treviso DOC;Bortolomiol;Prosecco Treviso DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;6,391
37890;Bottega Accademia Blu Brut Prosecco DOC;Bottega;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,086
37891;Bottega Accademia Green Brut Prosecco DOC;Bottega;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,086
37892;Bottega Accademia Orange Brut Prosecco DOC;Bottega;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,086
37893;Bottega Accademia Purple Brut Prosecco DOC;Bottega;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,086
37894;Bottega Accademia Red Brut Prosecco DOC;Bottega;Prosecco DOC;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;7,086
